temporada;data_jogo;rodada;time_casa;time_fora;gols_casa;gols_fora;placar;resultado
2020;2020-08-16 16:00:00;3;Vasco da Gama-RJ;Sao Paulo-SP;2;1;2-1;Vitória Casa
2020;2020-08-16 16:00:00;3;Bahia-BA;Red Bull Bragantino-SP;2;1;2-1;Vitória Casa
2020;2020-08-16 18:00:00;3;Fluminense-RJ;Internacional-RS;2;1;2-1;Vitória Casa
2020;2020-08-16 19:00:00;3;Atletico-GO;Sport-PE;1;1;1-1;Empate
2020;2020-08-16 19:30:00;3;Fortaleza-CE;Botafogo-RJ;0;0;0-0;Empate
2020;2020-08-16 19:45:00;3;Santos-SP;Atletico-PR;3;1;3-1;Vitória Casa
2020;2020-08-19 19:15:00;4;Flamengo-RJ;Gremio-RS;1;1;1-1;Empate
2020;2020-08-19 19:15:00;4;Red Bull Bragantino-SP;Fluminense-RJ;2;1;2-1;Vitória Casa
2020;2020-08-19 19:30:00;4;Atletico-PR;Palmeiras-SP;0;1;0-1;Vitória Fora
2020;2020-08-19 20:30:00;4;Goias-GO;Fortaleza-CE;1;3;1-3;Vitória Fora
2020;2020-08-19 20:30:00;4;Internacional-RS;Atletico-GO;3;0;3-0;Vitória Casa
2020;2020-08-19 21:30:00;4;Botafogo-RJ;Atletico-MG;2;1;2-1;Vitória Casa
2020;2020-08-19 21:30:00;4;Corinthians-SP;Coritiba-PR;3;1;3-1;Vitória Casa
2020;2020-08-20 19:15:00;4;Sport-PE;Santos-SP;0;1;0-1;Vitória Fora
2020;2020-08-20 20:00:00;4;Sao Paulo-SP;Bahia-BA;1;1;1-1;Empate
2020;2020-08-20 20:00:00;4;Ceara-CE;Vasco da Gama-RJ;0;3;0-3;Vitória Fora
2020;2020-08-22 16:00:00;5;Atletico-PR;Fluminense-RJ;0;1;0-1;Vitória Fora
2020;2020-08-22 19:00:00;5;Internacional-RS;Atletico-MG;1;0;1-0;Vitória Casa
2020;2020-08-22 21:00:00;5;Goias-GO;Atletico-GO;2;0;2-0;Vitória Casa
2020;2020-08-23 11:00:00;5;Flamengo-RJ;Botafogo-RJ;1;1;1-1;Empate
2020;2020-08-23 16:00:00;5;Vasco da Gama-RJ;Gremio-RS;0;0;0-0;Empate
2020;2020-08-23 16:00:00;5;Palmeiras-SP;Santos-SP;2;1;2-1;Vitória Casa
2020;2020-08-23 16:00:00;5;Red Bull Bragantino-SP;Coritiba-PR;1;2;1-2;Vitória Fora
2020;2020-08-23 19:00:00;5;Sport-PE;Sao Paulo-SP;0;1;0-1;Vitória Fora
2020;2020-08-23 20:00:00;5;Ceara-CE;Bahia-BA;2;0;2-0;Vitória Casa
2020;2020-08-26 21:30:00;5;Corinthians-SP;Fortaleza-CE;1;1;1-1;Empate
2020;2020-08-29 17:00:00;6;Botafogo-RJ;Internacional-RS;0;2;0-2;Vitória Fora
2020;2020-08-29 19:00:00;6;Fluminense-RJ;Vasco da Gama-RJ;2;1;2-1;Vitória Casa
2020;2020-08-29 19:00:00;6;Bahia-BA;Palmeiras-SP;1;1;1-1;Empate
2020;2020-08-29 21:00:00;6;Fortaleza-CE;Red Bull Bragantino-SP;3;0;3-0;Vitória Casa
2020;2020-08-30 11:00:00;6;Sao Paulo-SP;Corinthians-SP;2;1;2-1;Vitória Casa
2020;2020-08-30 16:00:00;6;Santos-SP;Flamengo-RJ;0;1;0-1;Vitória Fora
2020;2020-08-30 16:00:00;6;Coritiba-PR;Sport-PE;1;0;1-0;Vitória Casa
2020;2020-08-30 18:00:00;6;Atletico-GO;Ceara-CE;0;2;0-2;Vitória Fora
2020;2020-11-18 19:00:00;6;Atletico-MG;Atletico-PR;0;2;0-2;Vitória Fora
2020;2020-11-30 18:00:00;6;Gremio-RS;Goias-GO;2;1;2-1;Vitória Casa
2020;2020-09-02 19:00:00;7;Ceara-CE;Fortaleza-CE;1;0;1-0;Vitória Casa
2020;2020-09-02 19:15:00;7;Fluminense-RJ;Atletico-GO;1;1;1-1;Empate
2020;2020-09-02 19:15:00;7;Goias-GO;Corinthians-SP;1;2;1-2;Vitória Fora
2020;2020-09-02 20:30:00;7;Atletico-PR;Red Bull Bragantino-SP;1;1;1-1;Empate
2020;2020-09-02 20:30:00;7;Bahia-BA;Flamengo-RJ;3;5;3-5;Vitória Fora
2020;2020-09-02 20:30:00;7;Botafogo-RJ;Coritiba-PR;0;0;0-0;Empate
2020;2020-09-02 21:30:00;7;Palmeiras-SP;Internacional-RS;1;1;1-1;Empate
2020;2020-09-02 21:30:00;7;Santos-SP;Vasco da Gama-RJ;2;2;2-2;Empate
2020;2020-09-03 19:00:00;7;Gremio-RS;Sport-PE;1;2;1-2;Vitória Fora
2020;2020-09-03 20:00:00;7;Atletico-MG;Sao Paulo-SP;3;0;3-0;Vitória Casa
2020;2020-09-05 17:00:00;8;Flamengo-RJ;Fortaleza-CE;2;1;2-1;Vitória Casa
2020;2020-09-05 19:00:00;8;Corinthians-SP;Botafogo-RJ;2;2;2-2;Empate
2020;2020-09-05 21:00:00;8;Ceara-CE;Santos-SP;0;1;0-1;Vitória Fora
2020;2020-09-06 11:00:00;8;Red Bull Bragantino-SP;Palmeiras-SP;1;2;1-2;Vitória Fora
2020;2020-09-06 16:00:00;8;Internacional-RS;Bahia-BA;2;2;2-2;Empate
2020;2020-09-06 16:00:00;8;Sao Paulo-SP;Fluminense-RJ;3;1;3-1;Vitória Casa
2020;2020-09-06 18:00:00;8;Vasco da Gama-RJ;Atletico-PR;1;0;1-0;Vitória Casa
2020;2020-09-06 19:00:00;8;Atletico-GO;Gremio-RS;1;1;1-1;Empate
2020;2020-09-06 20:30:00;8;Coritiba-PR;Atletico-MG;0;1;0-1;Vitória Fora
2020;2020-09-06 20:30:00;8;Sport-PE;Goias-GO;2;1;2-1;Vitória Casa
2020;2020-09-09 17:30:00;9;Atletico-PR;Botafogo-RJ;1;1;1-1;Empate
2020;2020-09-09 18:00:00;9;Goias-GO;Coritiba-PR;3;3;3-3;Empate
2020;2020-09-09 18:00:00;9;Fortaleza-CE;Sport-PE;1;0;1-0;Vitória Casa
2020;2020-09-09 19:15:00;9;Sao Paulo-SP;Red Bull Bragantino-SP;1;1;1-1;Empate
2020;2020-09-09 21:30:00;9;Fluminense-RJ;Flamengo-RJ;1;2;1-2;Vitória Fora
2020;2020-09-09 21:30:00;9;Santos-SP;Atletico-MG;3;1;3-1;Vitória Casa
2020;2020-09-10 19:15:00;9;Corinthians-SP;Palmeiras-SP;0;2;0-2;Vitória Fora
2020;2020-09-10 19:15:00;9;Internacional-RS;Ceara-CE;2;0;2-0;Vitória Casa
2020;2020-09-10 19:15:00;9;Bahia-BA;Gremio-RS;0;2;0-2;Vitória Fora
2020;2020-09-10 21:00:00;9;Vasco da Gama-RJ;Atletico-GO;1;2;1-2;Vitória Fora
2020;2020-09-12 16:30:00;10;Atletico-PR;Coritiba-PR;1;0;1-0;Vitória Casa
2020;2020-09-12 19:00:00;10;Santos-SP;Sao Paulo-SP;2;2;2-2;Empate
2020;2020-09-13 16:00:00;10;Fluminense-RJ;Corinthians-SP;2;1;2-1;Vitória Casa
2020;2020-09-13 16:00:00;10;Gremio-RS;Fortaleza-CE;1;1;1-1;Empate
2020;2020-09-13 18:00:00;10;Atletico-MG;Red Bull Bragantino-SP;2;1;2-1;Vitória Casa
2020;2020-09-13 18:00:00;10;Bahia-BA;Atletico-GO;0;1;0-1;Vitória Fora
2020;2020-09-13 18:00:00;10;Ceara-CE;Flamengo-RJ;2;0;2-0;Vitória Casa
2020;2020-09-13 18:00:00;10;Goias-GO;Internacional-RS;1;0;1-0;Vitória Casa
2020;2020-09-13 19:45:00;10;Palmeiras-SP;Sport-PE;2;2;2-2;Empate
2020;2020-09-13 20:30:00;10;Botafogo-RJ;Vasco da Gama-RJ;2;3;2-3;Vitória Fora
2020;2020-08-26 19:00:00;11;Sao Paulo-SP;Atletico-PR;1;0;1-0;Vitória Casa
2020;2020-09-16 21:30:00;11;Corinthians-SP;Bahia-BA;3;2;3-2;Vitória Casa
2020;2020-09-19 19:00:00;11;Fortaleza-CE;Internacional-RS;1;0;1-0;Vitória Casa
2020;2020-09-19 19:00:00;11;Red Bull Bragantino-SP;Ceara-CE;4;2;4-2;Vitória Casa
2020;2020-09-19 21:00:00;11;Atletico-GO;Atletico-MG;3;4;3-4;Vitória Fora
2020;2020-09-20 16:00:00;11;Gremio-RS;Palmeiras-SP;1;1;1-1;Empate
2020;2020-09-20 16:00:00;11;Coritiba-PR;Vasco da Gama-RJ;1;0;1-0;Vitória Casa
2020;2020-09-20 18:15:00;11;Botafogo-RJ;Santos-SP;0;0;0-0;Empate
2020;2020-09-20 20:30:00;11;Sport-PE;Fluminense-RJ;1;0;1-0;Vitória Casa
2020;2020-10-13 18:00:00;11;Flamengo-RJ;Goias-GO;2;1;2-1;Vitória Casa
2020;2020-09-23 21:30:00;12;Sport-PE;Corinthians-SP;1;0;1-0;Vitória Casa
2020;2020-09-26 19:00:00;12;Internacional-RS;Sao Paulo-SP;1;1;1-1;Empate
2020;2020-09-26 19:00:00;12;Atletico-PR;Bahia-BA;1;0;1-0;Vitória Casa
2020;2020-09-26 21:00:00;12;Atletico-MG;Gremio-RS;3;1;3-1;Vitória Casa
2020;2020-09-27 11:00:00;12;Vasco da Gama-RJ;Red Bull Bragantino-SP;1;1;1-1;Empate
2020;2020-09-27 16:00:00;12;Palmeiras-SP;Flamengo-RJ;1;1;1-1;Empate
2020;2020-09-27 18:15:00;12;Ceara-CE;Goias-GO;2;2;2-2;Empate
2020;2020-09-27 18:15:00;12;Atletico-GO;Botafogo-RJ;1;1;1-1;Empate
2020;2020-09-27 20:30:00;12;Santos-SP;Fortaleza-CE;1;1;1-1;Empate
2020;2020-09-28 20:00:00;12;Fluminense-RJ;Coritiba-PR;4;0;4-0;Vitória Casa
2020;2020-10-03 17:00:00;13;Gremio-RS;Internacional-RS;1;1;1-1;Empate
2020;2020-10-03 19:00:00;13;Palmeiras-SP;Ceara-CE;2;1;2-1;Vitória Casa
2020;2020-10-03 21:00:00;13;Red Bull Bragantino-SP;Corinthians-SP;0;0;0-0;Empate
2020;2020-10-04 11:00:00;13;Botafogo-RJ;Fluminense-RJ;1;1;1-1;Empate
2020;2020-10-04 16:00:00;13;Coritiba-PR;Sao Paulo-SP;1;1;1-1;Empate
2020;2020-10-04 16:00:00;13;Flamengo-RJ;Atletico-PR;3;1;3-1;Vitória Casa
2020;2020-10-04 18:15:00;13;Bahia-BA;Sport-PE;1;2;1-2;Vitória Fora
2020;2020-10-04 18:15:00;13;Fortaleza-CE;Atletico-GO;0;0;0-0;Empate
2020;2020-10-04 18:15:00;13;Goias-GO;Santos-SP;2;3;2-3;Vitória Fora
2020;2020-10-04 20:30:00;13;Atletico-MG;Vasco da Gama-RJ;4;1;4-1;Vitória Casa
2020;2020-10-07 19:00:00;14;Corinthians-SP;Santos-SP;1;1;1-1;Empate
2020;2020-10-07 19:15:00;14;Flamengo-RJ;Sport-PE;3;0;3-0;Vitória Casa
2020;2020-10-07 19:15:00;14;Bahia-BA;Vasco da Gama-RJ;3;0;3-0;Vitória Casa
2020;2020-10-07 19:15:00;14;Gremio-RS;Coritiba-PR;2;1;2-1;Vitória Casa
2020;2020-10-07 20:30:00;14;Sao Paulo-SP;Atletico-GO;3;0;3-0;Vitória Casa
2020;2020-10-07 20:30:00;14;Goias-GO;Fluminense-RJ;2;4;2-4;Vitória Fora
2020;2020-10-07 21:30:00;14;Botafogo-RJ;Palmeiras-SP;2;1;2-1;Vitória Casa
2020;2020-10-07 21:30:00;14;Fortaleza-CE;Atletico-MG;2;1;2-1;Vitória Casa
2020;2020-10-08 19:00:00;14;Atletico-PR;Ceara-CE;0;0;0-0;Empate
2020;2020-10-08 21:00:00;14;Red Bull Bragantino-SP;Internacional-RS;0;2;0-2;Vitória Fora
2020;2020-10-10 17:00:00;15;Vasco da Gama-RJ;Flamengo-RJ;1;2;1-2;Vitória Fora
2020;2020-10-10 19:00:00;15;Palmeiras-SP;Sao Paulo-SP;0;2;0-2;Vitória Fora
2020;2020-10-10 19:00:00;15;Coritiba-PR;Fortaleza-CE;0;0;0-0;Empate
2020;2020-10-10 21:00:00;15;Atletico-MG;Goias-GO;3;0;3-0;Vitória Casa
2020;2020-10-11 16:00:00;15;Santos-SP;Gremio-RS;2;1;2-1;Vitória Casa
2020;2020-10-11 16:00:00;15;Fluminense-RJ;Bahia-BA;1;0;1-0;Vitória Casa
2020;2020-10-11 18:15:00;15;Atletico-GO;Red Bull Bragantino-SP;2;1;2-1;Vitória Casa
2020;2020-10-11 18:15:00;15;Sport-PE;Botafogo-RJ;1;2;1-2;Vitória Fora
2020;2020-10-11 20:30:00;15;Internacional-RS;Atletico-PR;2;1;2-1;Vitória Casa
2020;2020-10-11 20:30:00;15;Ceara-CE;Corinthians-SP;2;1;2-1;Vitória Casa
2020;2020-10-14 18:00:00;16;Palmeiras-SP;Coritiba-PR;1;3;1-3;Vitória Fora
2020;2020-10-14 19:15:00;16;Gremio-RS;Botafogo-RJ;3;1;3-1;Vitória Casa
2020;2020-10-14 20:30:00;16;Santos-SP;Atletico-GO;0;1;0-1;Vitória Fora
2020;2020-10-14 21:30:00;16;Atletico-PR;Corinthians-SP;0;1;0-1;Vitória Fora
2020;2020-10-14 21:30:00;16;Atletico-MG;Fluminense-RJ;1;1;1-1;Empate
2020;2020-10-14 21:30:00;16;Sport-PE;Internacional-RS;3;5;3-5;Vitória Fora
2020;2020-10-15 20:00:00;16;Flamengo-RJ;Red Bull Bragantino-SP;1;1;1-1;Empate
2020;2020-10-16 20:00:00;16;Goias-GO;Bahia-BA;1;1;1-1;Empate
2020;2020-11-19 19:00:00;16;Vasco da Gama-RJ;Fortaleza-CE;0;0;0-0;Empate
2020;2020-11-25 19:15:00;16;Ceara-CE;Sao Paulo-SP;1;1;1-1;Empate
2020;2020-10-17 19:00:00;17;Atletico-GO;Atletico-PR;1;1;1-1;Empate
2020;2020-10-17 19:00:00;17;Fluminense-RJ;Ceara-CE;2;2;2-2;Empate
2020;2020-10-17 19:00:00;17;Coritiba-PR;Santos-SP;1;2;1-2;Vitória Fora
2020;2020-10-17 21:00:00;17;Sao Paulo-SP;Gremio-RS;0;0;0-0;Empate
2020;2020-10-18 16:00:00;17;Corinthians-SP;Flamengo-RJ;1;5;1-5;Vitória Fora
2020;2020-10-18 18:15:00;17;Internacional-RS;Vasco da Gama-RJ;2;0;2-0;Vitória Casa
2020;2020-10-18 20:30:00;17;Red Bull Bragantino-SP;Sport-PE;2;0;2-0;Vitória Casa
2020;2020-10-18 20:30:00;17;Fortaleza-CE;Palmeiras-SP;2;0;2-0;Vitória Casa
2020;2020-10-19 20:00:00;17;Bahia-BA;Atletico-MG;3;1;3-1;Vitória Casa
2020;2020-10-19 20:00:00;17;Botafogo-RJ;Goias-GO;0;0;0-0;Empate
2020;2020-10-21 21:30:00;18;Vasco da Gama-RJ;Corinthians-SP;1;2;1-2;Vitória Fora
2020;2020-10-24 17:00:00;18;Red Bull Bragantino-SP;Goias-GO;2;0;2-0;Vitória Casa
2020;2020-10-24 19:00:00;18;Ceara-CE;Coritiba-PR;2;1;2-1;Vitória Casa
2020;2020-10-24 21:00:00;18;Atletico-MG;Sport-PE;0;0;0-0;Empate
2020;2020-10-25 16:00:00;18;Atletico-GO;Palmeiras-SP;0;3;0-3;Vitória Fora
2020;2020-10-25 16:00:00;18;Fluminense-RJ;Santos-SP;3;1;3-1;Vitória Casa
2020;2020-10-25 18:15:00;18;Atletico-PR;Gremio-RS;1;2;1-2;Vitória Fora
2020;2020-10-25 18:15:00;18;Internacional-RS;Flamengo-RJ;2;2;2-2;Empate
2020;2020-11-11 18:45:00;18;Bahia-BA;Fortaleza-CE;2;1;2-1;Vitória Casa
2020;2020-12-09 21:30:00;18;Sao Paulo-SP;Botafogo-RJ;4;0;4-0;Vitória Casa
2020;2020-10-31 17:00:00;19;Botafogo-RJ;Ceara-CE;2;2;2-2;Empate
2020;2020-10-31 19:00:00;19;Corinthians-SP;Internacional-RS;1;0;1-0;Vitória Casa
2020;2020-10-31 19:00:00;19;Coritiba-PR;Atletico-GO;1;0;1-0;Vitória Casa
2020;2020-10-31 21:00:00;19;Fortaleza-CE;Fluminense-RJ;0;1;0-1;Vitória Fora
2020;2020-11-01 16:00:00;19;Sport-PE;Atletico-PR;1;0;1-0;Vitória Casa
2020;2020-11-01 16:00:00;19;Flamengo-RJ;Sao Paulo-SP;1;4;1-4;Vitória Fora
2020;2020-11-01 18:15:00;19;Santos-SP;Bahia-BA;3;1;3-1;Vitória Casa
2020;2020-11-01 20:30:00;19;Goias-GO;Vasco da Gama-RJ;1;1;1-1;Empate
2020;2020-11-02 17:00:00;19;Palmeiras-SP;Atletico-MG;3;0;3-0;Vitória Casa
2020;2020-11-02 20:00:00;19;Gremio-RS;Red Bull Bragantino-SP;2;1;2-1;Vitória Casa
2020;2020-11-07 18:00:00;20;Atletico-PR;Fortaleza-CE;2;1;2-1;Vitória Casa
2020;2020-11-07 19:00:00;20;Sao Paulo-SP;Goias-GO;2;1;2-1;Vitória Casa
2020;2020-11-07 21:00:00;20;Atletico-GO;Corinthians-SP;1;1;1-1;Empate
2020;2020-11-08 16:00:00;20;Internacional-RS;Coritiba-PR;2;2;2-2;Empate
2020;2020-11-08 16:00:00;20;Vasco da Gama-RJ;Palmeiras-SP;0;1;0-1;Vitória Fora
2020;2020-11-08 18:15:00;20;Red Bull Bragantino-SP;Santos-SP;1;1;1-1;Empate
2020;2020-11-08 18:15:00;20;Atletico-MG;Flamengo-RJ;4;0;4-0;Vitória Casa
2020;2020-11-08 18:15:00;20;Bahia-BA;Botafogo-RJ;1;0;1-0;Vitória Casa
2020;2020-11-08 20:30:00;20;Ceara-CE;Sport-PE;0;0;0-0;Empate
2020;2020-11-08 20:30:00;20;Fluminense-RJ;Gremio-RS;0;1;0-1;Vitória Fora
2020;2020-11-14 16:30:00;21;Sport-PE;Vasco da Gama-RJ;0;2;0-2;Vitória Fora
2020;2020-11-14 16:30:00;21;Santos-SP;Internacional-RS;2;0;2-0;Vitória Casa
2020;2020-11-14 17:00:00;21;Goias-GO;Atletico-PR;0;1;0-1;Vitória Fora
2020;2020-11-14 19:00:00;21;Gremio-RS;Ceara-CE;4;2;4-2;Vitória Casa
2020;2020-11-14 19:00:00;21;Fortaleza-CE;Sao Paulo-SP;2;3;2-3;Vitória Fora
2020;2020-11-14 19:00:00;21;Corinthians-SP;Atletico-MG;1;2;1-2;Vitória Fora
2020;2020-11-14 21:30:00;21;Flamengo-RJ;Atletico-GO;1;1;1-1;Empate
2020;2020-11-14 21:30:00;21;Palmeiras-SP;Fluminense-RJ;2;0;2-0;Vitória Casa
2020;2020-11-16 18:00:00;21;Coritiba-PR;Bahia-BA;1;2;1-2;Vitória Fora
2020;2020-11-16 20:00:00;21;Botafogo-RJ;Red Bull Bragantino-SP;1;2;1-2;Vitória Fora
2020;2020-11-20 20:00:00;22;Red Bull Bragantino-SP;Bahia-BA;4;0;4-0;Vitória Casa
2020;2020-11-21 19:00:00;22;Atletico-PR;Santos-SP;1;0;1-0;Vitória Casa
2020;2020-11-21 19:00:00;22;Flamengo-RJ;Coritiba-PR;3;1;3-1;Vitória Casa
2020;2020-11-21 21:00:00;22;Goias-GO;Palmeiras-SP;1;0;1-0;Vitória Casa
2020;2020-11-22 16:00:00;22;Sao Paulo-SP;Vasco da Gama-RJ;1;1;1-1;Empate
2020;2020-11-22 16:00:00;22;Ceara-CE;Atletico-MG;2;2;2-2;Empate
2020;2020-11-22 18:15:00;22;Botafogo-RJ;Fortaleza-CE;1;2;1-2;Vitória Fora
2020;2020-11-22 18:15:00;22;Internacional-RS;Fluminense-RJ;1;2;1-2;Vitória Fora
2020;2020-11-22 20:30:00;22;Corinthians-SP;Gremio-RS;0;0;0-0;Empate
2020;2020-11-23 20:00:00;22;Sport-PE;Atletico-GO;0;1;0-1;Vitória Fora
2020;2020-11-25 21:30:00;23;Atletico-MG;Botafogo-RJ;2;1;2-1;Vitória Casa
2020;2020-11-25 21:30:00;23;Coritiba-PR;Corinthians-SP;0;1;0-1;Vitória Fora
2020;2020-11-26 20:00:00;23;Fortaleza-CE;Goias-GO;1;1;1-1;Empate
2020;2020-11-28 17:00:00;23;Palmeiras-SP;Atletico-PR;3;0;3-0;Vitória Casa
2020;2020-11-28 17:00:00;23;Santos-SP;Sport-PE;4;2;4-2;Vitória Casa
2020;2020-11-28 19:00:00;23;Bahia-BA;Sao Paulo-SP;1;3;1-3;Vitória Fora
2020;2020-11-28 21:00:00;23;Atletico-GO;Internacional-RS;0;0;0-0;Empate
2020;2020-11-30 18:00:00;23;Vasco da Gama-RJ;Ceara-CE;1;4;1-4;Vitória Fora
2020;2020-11-30 20:00:00;23;Fluminense-RJ;Red Bull Bragantino-SP;0;0;0-0;Empate
2020;2021-01-28 20:00:00;23;Gremio-RS;Flamengo-RJ;2;4;2-4;Vitória Fora
2020;2020-12-02 21:30:00;24;Fortaleza-CE;Corinthians-SP;0;0;0-0;Empate
2020;2020-12-05 17:00:00;24;Botafogo-RJ;Flamengo-RJ;0;1;0-1;Vitória Fora
2020;2020-12-05 17:00:00;24;Santos-SP;Palmeiras-SP;2;2;2-2;Empate
2020;2020-12-05 19:00:00;24;Fluminense-RJ;Atletico-PR;3;1;3-1;Vitória Casa
2020;2020-12-05 19:00:00;24;Bahia-BA;Ceara-CE;0;2;0-2;Vitória Fora
2020;2020-12-05 21:00:00;24;Coritiba-PR;Red Bull Bragantino-SP;0;0;0-0;Empate
2020;2020-12-06 16:00:00;24;Gremio-RS;Vasco da Gama-RJ;4;0;4-0;Vitória Casa
2020;2020-12-06 16:00:00;24;Sao Paulo-SP;Sport-PE;1;0;1-0;Vitória Casa
2020;2020-12-06 18:15:00;24;Atletico-MG;Internacional-RS;2;2;2-2;Empate
2020;2020-12-07 20:00:00;24;Atletico-GO;Goias-GO;0;1;0-1;Vitória Fora
2020;2020-12-12 17:00:00;25;Red Bull Bragantino-SP;Fortaleza-CE;2;1;2-1;Vitória Casa
2020;2020-12-12 17:00:00;25;Atletico-PR;Atletico-MG;0;1;0-1;Vitória Fora
2020;2020-12-12 19:00:00;25;Palmeiras-SP;Bahia-BA;3;0;3-0;Vitória Casa
2020;2020-12-12 19:00:00;25;Internacional-RS;Botafogo-RJ;2;1;2-1;Vitória Casa
2020;2020-12-12 21:00:00;25;Ceara-CE;Atletico-GO;1;2;1-2;Vitória Fora
2020;2020-12-12 21:00:00;25;Goias-GO;Gremio-RS;0;0;0-0;Empate
2020;2020-12-13 16:00:00;25;Flamengo-RJ;Santos-SP;4;1;4-1;Vitória Casa
2020;2020-12-13 18:15:00;25;Corinthians-SP;Sao Paulo-SP;1;0;1-0;Vitória Casa
2020;2020-12-13 18:15:00;25;Sport-PE;Coritiba-PR;1;0;1-0;Vitória Casa
2020;2020-12-13 20:30:00;25;Vasco da Gama-RJ;Fluminense-RJ;1;1;1-1;Empate
2020;2020-12-16 21:30:00;26;Sao Paulo-SP;Atletico-MG;3;0;3-0;Vitória Casa
2020;2020-12-16 21:30:00;26;Atletico-GO;Fluminense-RJ;2;1;2-1;Vitória Casa
2020;2020-12-19 19:00:00;26;Sport-PE;Gremio-RS;1;1;1-1;Empate
2020;2020-12-19 21:00:00;26;Internacional-RS;Palmeiras-SP;2;0;2-0;Vitória Casa
2020;2020-12-19 21:00:00;26;Coritiba-PR;Botafogo-RJ;1;2;1-2;Vitória Fora
2020;2020-12-20 16:00:00;26;Red Bull Bragantino-SP;Atletico-PR;0;1;0-1;Vitória Fora
2020;2020-12-20 16:00:00;26;Vasco da Gama-RJ;Santos-SP;1;0;1-0;Vitória Casa
2020;2020-12-20 18:15:00;26;Flamengo-RJ;Bahia-BA;4;3;4-3;Vitória Casa
2020;2020-12-20 20:30:00;26;Fortaleza-CE;Ceara-CE;0;2;0-2;Vitória Fora
2020;2020-12-21 20:00:00;26;Corinthians-SP;Goias-GO;2;1;2-1;Vitória Casa
2020;2020-12-26 17:00:00;27;Atletico-MG;Coritiba-PR;2;0;2-0;Vitória Casa
2020;2020-12-26 19:00:00;27;Fortaleza-CE;Flamengo-RJ;0;0;0-0;Empate
2020;2020-12-26 19:00:00;27;Goias-GO;Sport-PE;1;0;1-0;Vitória Casa
2020;2020-12-26 21:00:00;27;Fluminense-RJ;Sao Paulo-SP;1;2;1-2;Vitória Fora
2020;2020-12-27 16:00:00;27;Botafogo-RJ;Corinthians-SP;0;2;0-2;Vitória Fora
2020;2020-12-27 16:00:00;27;Bahia-BA;Internacional-RS;1;2;1-2;Vitória Fora
2020;2020-12-27 18:15:00;27;Palmeiras-SP;Red Bull Bragantino-SP;1;0;1-0;Vitória Casa
2020;2020-12-27 18:15:00;27;Santos-SP;Ceara-CE;1;1;1-1;Empate
2020;2020-12-27 18:15:00;27;Atletico-PR;Vasco da Gama-RJ;3;0;3-0;Vitória Casa
2020;2020-12-27 20:30:00;27;Gremio-RS;Atletico-GO;2;1;2-1;Vitória Casa
2020;2021-01-06 19:15:00;28;Botafogo-RJ;Atletico-PR;0;2;0-2;Vitória Fora
2020;2021-01-06 19:15:00;28;Gremio-RS;Bahia-BA;2;1;2-1;Vitória Casa
2020;2021-01-06 20:30:00;28;Coritiba-PR;Goias-GO;1;2;1-2;Vitória Fora
2020;2021-01-06 20:30:00;28;Sport-PE;Fortaleza-CE;1;0;1-0;Vitória Casa
2020;2021-01-06 21:30:00;28;Flamengo-RJ;Fluminense-RJ;1;2;1-2;Vitória Fora
2020;2021-01-06 21:30:00;28;Red Bull Bragantino-SP;Sao Paulo-SP;4;2;4-2;Vitória Casa
2020;2021-01-07 19:00:00;28;Ceara-CE;Internacional-RS;0;2;0-2;Vitória Fora
2020;2021-01-07 21:00:00;28;Atletico-GO;Vasco da Gama-RJ;0;0;0-0;Empate
2020;2021-01-18 19:00:00;28;Palmeiras-SP;Corinthians-SP;4;0;4-0;Vitória Casa
2020;2021-01-26 20:00:00;28;Atletico-MG;Santos-SP;2;0;2-0;Vitória Casa
2020;2021-01-09 19:00:00;29;Coritiba-PR;Atletico-PR;0;0;0-0;Empate
2020;2021-01-09 19:00:00;29;Sport-PE;Palmeiras-SP;0;1;0-1;Vitória Fora
2020;2021-01-09 21:00:00;29;Fortaleza-CE;Gremio-RS;0;0;0-0;Empate
2020;2021-01-10 16:00:00;29;Flamengo-RJ;Ceara-CE;0;2;0-2;Vitória Fora
2020;2021-01-10 16:00:00;29;Sao Paulo-SP;Santos-SP;0;1;0-1;Vitória Fora
2020;2021-01-10 18:15:00;29;Internacional-RS;Goias-GO;1;0;1-0;Vitória Casa
2020;2021-01-10 18:15:00;29;Atletico-GO;Bahia-BA;1;1;1-1;Empate
2020;2021-01-10 20:30:00;29;Vasco da Gama-RJ;Botafogo-RJ;3;0;3-0;Vitória Casa
2020;2021-01-11 20:00:00;29;Red Bull Bragantino-SP;Atletico-MG;2;2;2-2;Empate
2020;2021-01-13 21:30:00;29;Corinthians-SP;Fluminense-RJ;5;0;5-0;Vitória Casa
2020;2021-01-15 21:30:00;30;Palmeiras-SP;Gremio-RS;1;1;1-1;Empate
2020;2021-01-16 19:00:00;30;Fluminense-RJ;Sport-PE;1;0;1-0;Vitória Casa
2020;2021-01-16 21:00:00;30;Vasco da Gama-RJ;Coritiba-PR;0;1;0-1;Vitória Fora
2020;2021-01-17 16:00:00;30;Santos-SP;Botafogo-RJ;2;1;2-1;Vitória Casa
2020;2021-01-17 16:00:00;30;Atletico-PR;Sao Paulo-SP;1;1;1-1;Empate
2020;2021-01-17 18:15:00;30;Atletico-MG;Atletico-GO;3;1;3-1;Vitória Casa
