temporada;data_jogo;rodada;time_casa;time_fora;gols_casa;gols_fora;placar;resultado
2014;2014-07-19 18:30:00;11;Figueirense-SC;Gremio-RS;0;1;0-1;Vitória Fora
2014;2014-07-19 18:30:00;11;Atletico-MG;Bahia-BA;1;1;1-1;Empate
2014;2014-07-19 21:00:00;11;Botafogo-RJ;Coritiba-PR;1;0;1-0;Vitória Casa
2014;2014-07-20 16:00:00;11;Internacional-RS;Flamengo-RJ;4;0;4-0;Vitória Casa
2014;2014-07-20 16:00:00;11;Palmeiras-SP;Cruzeiro-MG;1;2;1-2;Vitória Fora
2014;2014-07-20 16:00:00;11;Vitoria-BA;Corinthians-SP;0;0;0-0;Empate
2014;2014-07-20 18:30:00;11;Goias-GO;Sport-PE;0;0;0-0;Empate
2014;2014-07-20 18:30:00;11;Atletico-PR;Criciuma-SC;2;0;2-0;Vitória Casa
2014;2014-07-20 18:30:00;11;Fluminense-RJ;Santos-SP;1;0;1-0;Vitória Casa
2014;2014-07-26 18:30:00;12;Santos-SP;Chapecoense-SC;3;0;3-0;Vitória Casa
2014;2014-07-26 18:30:00;12;Criciuma-SC;Vitoria-BA;1;3;1-3;Vitória Fora
2014;2014-07-26 18:30:00;12;Cruzeiro-MG;Figueirense-SC;5;0;5-0;Vitória Casa
2014;2014-07-26 21:00:00;12;Bahia-BA;Internacional-RS;0;1;0-1;Vitória Fora
2014;2014-07-27 16:00:00;12;Goias-GO;Sao Paulo-SP;2;1;2-1;Vitória Casa
2014;2014-07-27 16:00:00;12;Atletico-PR;Fluminense-RJ;0;3;0-3;Vitória Fora
2014;2014-07-27 16:00:00;12;Sport-PE;Atletico-MG;2;1;2-1;Vitória Casa
2014;2014-07-27 16:00:00;12;Corinthians-SP;Palmeiras-SP;2;0;2-0;Vitória Casa
2014;2014-07-27 18:30:00;12;Gremio-RS;Coritiba-PR;2;3;2-3;Vitória Fora
2014;2014-07-27 18:30:00;12;Flamengo-RJ;Botafogo-RJ;1;0;1-0;Vitória Casa
2014;2014-08-02 18:30:00;13;Botafogo-RJ;Cruzeiro-MG;1;1;1-1;Empate
2014;2014-08-02 18:30:00;13;Sao Paulo-SP;Criciuma-SC;1;1;1-1;Empate
2014;2014-08-02 21:00:00;13;Vitoria-BA;Gremio-RS;2;1;2-1;Vitória Casa
2014;2014-08-03 16:00:00;13;Figueirense-SC;Sport-PE;3;0;3-0;Vitória Casa
2014;2014-08-03 16:00:00;13;Chapecoense-SC;Flamengo-RJ;1;0;1-0;Vitória Casa
2014;2014-08-03 16:00:00;13;Coritiba-PR;Corinthians-SP;0;0;0-0;Empate
2014;2014-08-03 16:00:00;13;Palmeiras-SP;Bahia-BA;1;1;1-1;Empate
2014;2014-08-03 18:30:00;13;Atletico-MG;Atletico-PR;3;1;3-1;Vitória Casa
2014;2014-08-03 18:30:00;13;Internacional-RS;Santos-SP;1;0;1-0;Vitória Casa
2014;2014-08-03 18:30:00;13;Fluminense-RJ;Goias-GO;2;0;2-0;Vitória Casa
2014;2014-08-09 18:30:00;14;Criciuma-SC;Cruzeiro-MG;0;0;0-0;Empate
2014;2014-08-09 18:30:00;14;Bahia-BA;Goias-GO;1;0;1-0;Vitória Casa
2014;2014-08-09 21:00:00;14;Fluminense-RJ;Coritiba-PR;1;1;1-1;Empate
2014;2014-08-10 16:00:00;14;Internacional-RS;Gremio-RS;2;0;2-0;Vitória Casa
2014;2014-08-10 16:00:00;14;Atletico-PR;Botafogo-RJ;2;0;2-0;Vitória Casa
2014;2014-08-10 16:00:00;14;Santos-SP;Corinthians-SP;0;1;0-1;Vitória Fora
2014;2014-08-10 16:00:00;14;Flamengo-RJ;Sport-PE;1;0;1-0;Vitória Casa
2014;2014-08-10 18:30:00;14;Atletico-MG;Palmeiras-SP;2;1;2-1;Vitória Casa
2014;2014-08-10 18:30:00;14;Sao Paulo-SP;Vitoria-BA;3;1;3-1;Vitória Casa
2014;2014-08-10 18:30:00;14;Chapecoense-SC;Figueirense-SC;0;1;0-1;Vitória Fora
2014;2014-08-16 18:30:00;15;Goias-GO;Internacional-RS;0;1;0-1;Vitória Fora
2014;2014-08-16 21:00:00;15;Corinthians-SP;Bahia-BA;1;1;1-1;Empate
2014;2014-08-17 16:00:00;15;Gremio-RS;Criciuma-SC;2;0;2-0;Vitória Casa
2014;2014-08-17 16:00:00;15;Vitoria-BA;Chapecoense-SC;0;0;0-0;Empate
2014;2014-08-17 16:00:00;15;Cruzeiro-MG;Santos-SP;3;0;3-0;Vitória Casa
2014;2014-08-17 16:00:00;15;Coritiba-PR;Flamengo-RJ;0;1;0-1;Vitória Fora
2014;2014-08-17 16:00:00;15;Palmeiras-SP;Sao Paulo-SP;1;2;1-2;Vitória Fora
2014;2014-08-17 18:30:00;15;Sport-PE;Atletico-PR;1;1;1-1;Empate
2014;2014-08-17 18:30:00;15;Figueirense-SC;Atletico-MG;2;2;2-2;Empate
2014;2014-08-17 18:30:00;15;Botafogo-RJ;Fluminense-RJ;2;0;2-0;Vitória Casa
2014;2014-08-20 19:30:00;16;Sport-PE;Palmeiras-SP;2;1;2-1;Vitória Casa
2014;2014-08-20 19:30:00;16;Figueirense-SC;Botafogo-RJ;1;0;1-0;Vitória Casa
2014;2014-08-20 19:30:00;16;Santos-SP;Atletico-PR;2;0;2-0;Vitória Casa
2014;2014-08-20 21:00:00;16;Bahia-BA;Criciuma-SC;0;0;0-0;Empate
2014;2014-08-20 21:00:00;16;Coritiba-PR;Vitoria-BA;2;0;2-0;Vitória Casa
2014;2014-08-20 22:00:00;16;Internacional-RS;Sao Paulo-SP;0;1;0-1;Vitória Fora
2014;2014-08-20 22:00:00;16;Chapecoense-SC;Fluminense-RJ;1;0;1-0;Vitória Casa
2014;2014-08-20 22:00:00;16;Flamengo-RJ;Atletico-MG;2;1;2-1;Vitória Casa
2014;2014-08-21 19:30:00;16;Corinthians-SP;Goias-GO;5;2;5-2;Vitória Casa
2014;2014-08-21 20:30:00;16;Cruzeiro-MG;Gremio-RS;1;0;1-0;Vitória Casa
2014;2014-08-23 18:30:00;17;Botafogo-RJ;Chapecoense-SC;1;0;1-0;Vitória Casa
2014;2014-08-23 18:30:00;17;Atletico-MG;Internacional-RS;1;0;1-0;Vitória Casa
2014;2014-08-23 21:00:00;17;Palmeiras-SP;Coritiba-PR;1;0;1-0;Vitória Casa
2014;2014-08-24 16:00:00;17;Fluminense-RJ;Sport-PE;4;0;4-0;Vitória Casa
2014;2014-08-24 16:00:00;17;Sao Paulo-SP;Santos-SP;2;1;2-1;Vitória Casa
2014;2014-08-24 16:00:00;17;Vitoria-BA;Figueirense-SC;0;1;0-1;Vitória Fora
2014;2014-08-24 16:00:00;17;Gremio-RS;Corinthians-SP;2;1;2-1;Vitória Casa
2014;2014-08-24 16:00:00;17;Criciuma-SC;Flamengo-RJ;0;2;0-2;Vitória Fora
2014;2014-08-24 18:30:00;17;Atletico-PR;Bahia-BA;0;0;0-0;Empate
2014;2014-08-24 18:30:00;17;Goias-GO;Cruzeiro-MG;0;1;0-1;Vitória Fora
2014;2014-08-30 18:30:00;18;Palmeiras-SP;Internacional-RS;0;1;0-1;Vitória Fora
2014;2014-08-30 18:30:00;18;Cruzeiro-MG;Chapecoense-SC;4;2;4-2;Vitória Casa
2014;2014-08-31 16:00:00;18;Figueirense-SC;Sao Paulo-SP;1;1;1-1;Empate
2014;2014-08-31 16:00:00;18;Botafogo-RJ;Santos-SP;1;0;1-0;Vitória Casa
2014;2014-08-31 16:00:00;18;Coritiba-PR;Atletico-MG;0;0;0-0;Empate
2014;2014-08-31 16:00:00;18;Corinthians-SP;Fluminense-RJ;1;1;1-1;Empate
2014;2014-08-31 16:00:00;18;Sport-PE;Criciuma-SC;2;0;2-0;Vitória Casa
2014;2014-08-31 18:30:00;18;Vitoria-BA;Flamengo-RJ;1;2;1-2;Vitória Fora
2014;2014-08-31 18:30:00;18;Gremio-RS;Bahia-BA;1;0;1-0;Vitória Casa
2014;2014-08-31 18:30:00;18;Goias-GO;Atletico-PR;3;1;3-1;Vitória Casa
2014;2014-09-06 18:30:00;19;Flamengo-RJ;Gremio-RS;0;1;0-1;Vitória Fora
2014;2014-09-06 18:30:00;19;Santos-SP;Vitoria-BA;3;1;3-1;Vitória Casa
2014;2014-09-06 21:00:00;19;Chapecoense-SC;Goias-GO;0;0;0-0;Empate
2014;2014-09-07 16:00:00;19;Criciuma-SC;Corinthians-SP;0;0;0-0;Empate
2014;2014-09-07 16:00:00;19;Atletico-MG;Botafogo-RJ;1;0;1-0;Vitória Casa
2014;2014-09-07 16:00:00;19;Sao Paulo-SP;Sport-PE;2;0;2-0;Vitória Casa
2014;2014-09-07 16:00:00;19;Fluminense-RJ;Cruzeiro-MG;3;3;3-3;Empate
2014;2014-09-07 18:30:00;19;Atletico-PR;Palmeiras-SP;1;1;1-1;Empate
2014;2014-09-07 18:30:00;19;Bahia-BA;Coritiba-PR;0;0;0-0;Empate
2014;2014-09-07 18:30:00;19;Internacional-RS;Figueirense-SC;2;3;2-3;Vitória Fora
2014;2014-09-10 19:30:00;20;Gremio-RS;Atletico-PR;1;0;1-0;Vitória Casa
2014;2014-09-10 19:30:00;20;Palmeiras-SP;Criciuma-SC;1;0;1-0;Vitória Casa
2014;2014-09-10 19:30:00;20;Figueirense-SC;Fluminense-RJ;1;1;1-1;Empate
2014;2014-09-10 21:00:00;20;Sport-PE;Santos-SP;3;1;3-1;Vitória Casa
2014;2014-09-10 21:00:00;20;Coritiba-PR;Chapecoense-SC;3;0;3-0;Vitória Casa
2014;2014-09-10 22:00:00;20;Goias-GO;Flamengo-RJ;1;0;1-0;Vitória Casa
2014;2014-09-10 22:00:00;20;Botafogo-RJ;Sao Paulo-SP;2;4;2-4;Vitória Fora
2014;2014-09-10 22:00:00;20;Vitoria-BA;Internacional-RS;2;0;2-0;Vitória Casa
2014;2014-09-11 19:30:00;20;Corinthians-SP;Atletico-MG;1;0;1-0;Vitória Casa
2014;2014-09-11 20:30:00;20;Cruzeiro-MG;Bahia-BA;2;1;2-1;Vitória Casa
2014;2014-09-13 18:30:00;21;Fluminense-RJ;Palmeiras-SP;3;0;3-0;Vitória Casa
2014;2014-09-13 18:30:00;21;Chapecoense-SC;Sport-PE;3;1;3-1;Vitória Casa
2014;2014-09-13 21:00:00;21;Santos-SP;Coritiba-PR;2;1;2-1;Vitória Casa
2014;2014-09-14 16:00:00;21;Flamengo-RJ;Corinthians-SP;1;0;1-0;Vitória Casa
2014;2014-09-14 16:00:00;21;Internacional-RS;Botafogo-RJ;2;0;2-0;Vitória Casa
2014;2014-09-14 16:00:00;21;Sao Paulo-SP;Cruzeiro-MG;2;0;2-0;Vitória Casa
2014;2014-09-14 16:00:00;21;Bahia-BA;Figueirense-SC;3;0;3-0;Vitória Casa
2014;2014-09-14 18:30:00;21;Criciuma-SC;Goias-GO;1;0;1-0;Vitória Casa
2014;2014-09-14 18:30:00;21;Atletico-MG;Gremio-RS;0;0;0-0;Empate
2014;2014-09-14 18:30:00;21;Atletico-PR;Vitoria-BA;2;0;2-0;Vitória Casa
2014;2014-09-17 19:30:00;22;Cruzeiro-MG;Atletico-PR;2;0;2-0;Vitória Casa
2014;2014-09-17 19:30:00;22;Vitoria-BA;Fluminense-RJ;3;1;3-1;Vitória Casa
2014;2014-09-17 21:00:00;22;Figueirense-SC;Criciuma-SC;1;1;1-1;Empate
2014;2014-09-17 21:00:00;22;Sport-PE;Internacional-RS;0;0;0-0;Empate
2014;2014-09-17 22:00:00;22;Botafogo-RJ;Bahia-BA;2;3;2-3;Vitória Fora
2014;2014-09-17 22:00:00;22;Palmeiras-SP;Flamengo-RJ;2;2;2-2;Empate
2014;2014-09-17 22:00:00;22;Coritiba-PR;Sao Paulo-SP;3;1;3-1;Vitória Casa
2014;2014-09-18 19:30:00;22;Goias-GO;Atletico-MG;2;3;2-3;Vitória Fora
2014;2014-09-18 19:30:00;22;Corinthians-SP;Chapecoense-SC;1;1;1-1;Empate
2014;2014-09-18 20:30:00;22;Gremio-RS;Santos-SP;0;0;0-0;Empate
2014;2014-09-20 18:30:00;23;Atletico-PR;Internacional-RS;0;1;0-1;Vitória Fora
2014;2014-09-20 21:00:00;23;Criciuma-SC;Botafogo-RJ;1;1;1-1;Empate
2014;2014-09-21 16:00:00;23;Vitoria-BA;Bahia-BA;2;1;2-1;Vitória Casa
2014;2014-09-21 16:00:00;23;Cruzeiro-MG;Atletico-MG;2;3;2-3;Vitória Fora
2014;2014-09-21 16:00:00;23;Flamengo-RJ;Fluminense-RJ;1;1;1-1;Empate
2014;2014-09-21 16:00:00;23;Corinthians-SP;Sao Paulo-SP;3;2;3-2;Vitória Casa
2014;2014-09-21 16:00:00;23;Sport-PE;Coritiba-PR;1;0;1-0;Vitória Casa
2014;2014-09-21 18:30:00;23;Santos-SP;Figueirense-SC;3;1;3-1;Vitória Casa
2014;2014-09-21 18:30:00;23;Gremio-RS;Chapecoense-SC;1;0;1-0;Vitória Casa
2014;2014-09-21 18:30:00;23;Goias-GO;Palmeiras-SP;6;0;6-0;Vitória Casa
2014;2014-09-24 19:30:00;24;Coritiba-PR;Cruzeiro-MG;1;2;1-2;Vitória Fora
2014;2014-09-24 19:30:00;24;Internacional-RS;Criciuma-SC;3;0;3-0;Vitória Casa
2014;2014-09-24 21:00:00;24;Bahia-BA;Sport-PE;1;0;1-0;Vitória Casa
2014;2014-09-24 21:00:00;24;Chapecoense-SC;Atletico-PR;3;0;3-0;Vitória Casa
2014;2014-09-24 22:00:00;24;Fluminense-RJ;Gremio-RS;0;0;0-0;Empate
2014;2014-09-24 22:00:00;24;Sao Paulo-SP;Flamengo-RJ;2;2;2-2;Empate
2014;2014-09-24 22:00:00;24;Figueirense-SC;Corinthians-SP;1;0;1-0;Vitória Casa
2014;2014-09-25 19:30:00;24;Botafogo-RJ;Goias-GO;1;0;1-0;Vitória Casa
2014;2014-09-25 19:30:00;24;Palmeiras-SP;Vitoria-BA;2;0;2-0;Vitória Casa
2014;2014-09-25 20:30:00;24;Atletico-MG;Santos-SP;3;2;3-2;Vitória Casa
2014;2014-09-27 18:30:00;25;Chapecoense-SC;Criciuma-SC;1;1;1-1;Empate
2014;2014-09-27 18:30:00;25;Sport-PE;Cruzeiro-MG;0;0;0-0;Empate
2014;2014-09-27 21:00:00;25;Sao Paulo-SP;Fluminense-RJ;1;3;1-3;Vitória Fora
2014;2014-09-28 16:00:00;25;Atletico-PR;Corinthians-SP;1;0;1-0;Vitória Casa
2014;2014-09-28 16:00:00;25;Atletico-MG;Vitoria-BA;2;0;2-0;Vitória Casa
2014;2014-09-28 16:00:00;25;Bahia-BA;Flamengo-RJ;2;1;2-1;Vitória Casa
2014;2014-09-28 16:00:00;25;Botafogo-RJ;Gremio-RS;0;2;0-2;Vitória Fora
2014;2014-09-28 18:30:00;25;Internacional-RS;Coritiba-PR;4;2;4-2;Vitória Casa
2014;2014-09-28 18:30:00;25;Figueirense-SC;Palmeiras-SP;3;1;3-1;Vitória Casa
2014;2014-09-28 18:30:00;25;Santos-SP;Goias-GO;2;0;2-0;Vitória Casa
2014;2014-10-02 19:30:00;26;Palmeiras-SP;Chapecoense-SC;4;2;4-2;Vitória Casa
2014;2014-10-04 16:20:00;26;Gremio-RS;Sao Paulo-SP;0;1;0-1;Vitória Fora
2014;2014-10-04 16:20:00;26;Vitoria-BA;Botafogo-RJ;2;1;2-1;Vitória Casa
2014;2014-10-04 16:20:00;26;Coritiba-PR;Atletico-PR;1;0;1-0;Vitória Casa
2014;2014-10-04 16:20:00;26;Fluminense-RJ;Bahia-BA;1;1;1-1;Empate
2014;2014-10-04 16:20:00;26;Flamengo-RJ;Santos-SP;0;1;0-1;Vitória Fora
2014;2014-10-04 18:30:00;26;Cruzeiro-MG;Internacional-RS;2;1;2-1;Vitória Casa
2014;2014-10-04 18:30:00;26;Corinthians-SP;Sport-PE;3;0;3-0;Vitória Casa
2014;2014-10-04 18:30:00;26;Criciuma-SC;Atletico-MG;3;1;3-1;Vitória Casa
2014;2014-10-04 21:00:00;26;Goias-GO;Figueirense-SC;1;0;1-0;Vitória Casa
2014;2014-10-08 19:30:00;27;Botafogo-RJ;Palmeiras-SP;0;1;0-1;Vitória Fora
2014;2014-10-08 19:30:00;27;Sao Paulo-SP;Atletico-PR;1;0;1-0;Vitória Casa
2014;2014-10-08 19:30:00;27;Coritiba-PR;Criciuma-SC;1;0;1-0;Vitória Casa
2014;2014-10-08 21:00:00;27;Vitoria-BA;Goias-GO;2;2;2-2;Empate
2014;2014-10-08 22:00:00;27;Gremio-RS;Sport-PE;2;0;2-0;Vitória Casa
2014;2014-10-08 22:00:00;27;Figueirense-SC;Flamengo-RJ;1;2;1-2;Vitória Fora
2014;2014-10-08 22:00:00;27;Cruzeiro-MG;Corinthians-SP;0;1;0-1;Vitória Fora
2014;2014-10-09 19:30:00;27;Santos-SP;Bahia-BA;1;0;1-0;Vitória Casa
2014;2014-10-09 19:30:00;27;Fluminense-RJ;Atletico-MG;0;0;0-0;Empate
2014;2014-10-09 20:30:00;27;Chapecoense-SC;Internacional-RS;5;0;5-0;Vitória Casa
2014;2014-06-01 16:00:00;28;Corinthians-SP;Botafogo-RJ;1;1;1-1;Empate
2014;2014-10-11 18:30:00;28;Goias-GO;Coritiba-PR;3;0;3-0;Vitória Casa
2014;2014-10-11 21:00:00;28;Palmeiras-SP;Gremio-RS;2;1;2-1;Vitória Casa
2014;2014-10-12 16:00:00;28;Internacional-RS;Fluminense-RJ;2;1;2-1;Vitória Casa
2014;2014-10-12 16:00:00;28;Bahia-BA;Chapecoense-SC;0;1;0-1;Vitória Fora
2014;2014-10-12 16:00:00;28;Atletico-MG;Sao Paulo-SP;1;0;1-0;Vitória Casa
2014;2014-10-12 16:00:00;28;Flamengo-RJ;Cruzeiro-MG;3;0;3-0;Vitória Casa
2014;2014-10-12 18:30:00;28;Atletico-PR;Figueirense-SC;3;0;3-0;Vitória Casa
2014;2014-10-12 18:30:00;28;Sport-PE;Vitoria-BA;1;2;1-2;Vitória Fora
2014;2014-10-12 18:30:00;28;Criciuma-SC;Santos-SP;3;0;3-0;Vitória Casa
2014;2014-10-18 18:30:00;29;Goias-GO;Gremio-RS;0;0;0-0;Empate
2014;2014-10-18 18:30:00;29;Fluminense-RJ;Criciuma-SC;4;2;4-2;Vitória Casa
2014;2014-10-18 18:30:00;29;Sao Paulo-SP;Bahia-BA;2;1;2-1;Vitória Casa
2014;2014-10-18 21:00:00;29;Atletico-MG;Chapecoense-SC;1;0;1-0;Vitória Casa
2014;2014-10-19 16:00:00;29;Internacional-RS;Corinthians-SP;1;2;1-2;Vitória Fora
2014;2014-10-19 16:00:00;29;Figueirense-SC;Coritiba-PR;4;0;4-0;Vitória Casa
2014;2014-10-19 16:00:00;29;Atletico-PR;Flamengo-RJ;2;1;2-1;Vitória Casa
2014;2014-10-19 16:00:00;29;Palmeiras-SP;Santos-SP;1;3;1-3;Vitória Fora
2014;2014-10-19 18:30:00;29;Vitoria-BA;Cruzeiro-MG;0;1;0-1;Vitória Fora
2014;2014-10-19 18:30:00;29;Botafogo-RJ;Sport-PE;1;1;1-1;Empate
2014;2014-10-21 21:50:00;30;Bahia-BA;Atletico-MG;1;1;1-1;Empate
2014;2014-10-22 19:30:00;30;Flamengo-RJ;Internacional-RS;2;0;2-0;Vitória Casa
2014;2014-10-22 19:30:00;30;Corinthians-SP;Vitoria-BA;2;1;2-1;Vitória Casa
2014;2014-10-22 19:30:00;30;Cruzeiro-MG;Palmeiras-SP;1;1;1-1;Empate
2014;2014-10-22 19:30:00;30;Criciuma-SC;Atletico-PR;0;1;0-1;Vitória Fora
2014;2014-10-22 21:00:00;30;Coritiba-PR;Botafogo-RJ;2;0;2-0;Vitória Casa
2014;2014-10-22 21:00:00;30;Gremio-RS;Figueirense-SC;1;0;1-0;Vitória Casa
2014;2014-10-22 22:00:00;30;Santos-SP;Fluminense-RJ;0;1;0-1;Vitória Fora
2014;2014-10-22 22:00:00;30;Chapecoense-SC;Sao Paulo-SP;0;0;0-0;Empate
2014;2014-10-22 22:30:00;30;Sport-PE;Goias-GO;0;1;0-1;Vitória Fora
2014;2014-10-25 16:20:00;31;Palmeiras-SP;Corinthians-SP;1;1;1-1;Empate
2014;2014-10-25 16:20:00;31;Figueirense-SC;Cruzeiro-MG;1;1;1-1;Empate
2014;2014-10-25 16:20:00;31;Fluminense-RJ;Atletico-PR;2;1;2-1;Vitória Casa
2014;2014-10-25 18:30:00;31;Coritiba-PR;Gremio-RS;1;1;1-1;Empate
2014;2014-10-25 18:30:00;31;Atletico-MG;Sport-PE;3;2;3-2;Vitória Casa
2014;2014-10-25 18:30:00;31;Vitoria-BA;Criciuma-SC;3;1;3-1;Vitória Casa
2014;2014-10-25 18:30:00;31;Chapecoense-SC;Santos-SP;1;1;1-1;Empate
2014;2014-10-25 21:00:00;31;Internacional-RS;Bahia-BA;2;0;2-0;Vitória Casa
2014;2014-10-25 21:00:00;31;Botafogo-RJ;Flamengo-RJ;2;1;2-1;Vitória Casa
2014;2014-10-27 20:30:00;31;Sao Paulo-SP;Goias-GO;3;0;3-0;Vitória Casa
2014;2014-11-01 19:30:00;32;Gremio-RS;Vitoria-BA;1;0;1-0;Vitória Casa
2014;2014-11-01 19:30:00;32;Goias-GO;Fluminense-RJ;0;2;0-2;Vitória Fora
2014;2014-11-01 21:00:00;32;Corinthians-SP;Coritiba-PR;2;2;2-2;Empate
2014;2014-11-02 17:00:00;32;Sport-PE;Figueirense-SC;1;0;1-0;Vitória Casa
2014;2014-11-02 17:00:00;32;Santos-SP;Internacional-RS;1;2;1-2;Vitória Fora
2014;2014-11-02 17:00:00;32;Cruzeiro-MG;Botafogo-RJ;2;1;2-1;Vitória Casa
2014;2014-11-02 17:00:00;32;Criciuma-SC;Sao Paulo-SP;1;2;1-2;Vitória Fora
2014;2014-11-02 19:30:00;32;Flamengo-RJ;Chapecoense-SC;3;0;3-0;Vitória Casa
2014;2014-11-02 19:30:00;32;Atletico-PR;Atletico-MG;1;0;1-0;Vitória Casa
2014;2014-11-02 20:00:00;32;Bahia-BA;Palmeiras-SP;0;1;0-1;Vitória Fora
2014;2014-11-08 19:30:00;33;Palmeiras-SP;Atletico-MG;0;2;0-2;Vitória Fora
2014;2014-11-08 19:30:00;33;Coritiba-PR;Fluminense-RJ;1;0;1-0;Vitória Casa
2014;2014-11-08 21:00:00;33;Botafogo-RJ;Atletico-PR;0;2;0-2;Vitória Fora
2014;2014-11-09 17:00:00;33;Figueirense-SC;Chapecoense-SC;1;0;1-0;Vitória Casa
2014;2014-11-09 17:00:00;33;Gremio-RS;Internacional-RS;4;1;4-1;Vitória Casa
2014;2014-11-09 17:00:00;33;Vitoria-BA;Sao Paulo-SP;1;2;1-2;Vitória Fora
2014;2014-11-09 17:00:00;33;Sport-PE;Flamengo-RJ;2;2;2-2;Empate
2014;2014-11-09 19:30:00;33;Cruzeiro-MG;Criciuma-SC;3;1;3-1;Vitória Casa
2014;2014-11-09 19:30:00;33;Corinthians-SP;Santos-SP;1;0;1-0;Vitória Casa
2014;2014-11-09 19:30:00;33;Goias-GO;Bahia-BA;3;0;3-0;Vitória Casa
2014;2014-11-15 19:30:00;34;Fluminense-RJ;Botafogo-RJ;1;0;1-0;Vitória Casa
2014;2014-11-15 19:30:00;34;Criciuma-SC;Gremio-RS;0;3;0-3;Vitória Fora
2014;2014-11-16 17:00:00;34;Bahia-BA;Corinthians-SP;1;2;1-2;Vitória Fora
2014;2014-11-16 17:00:00;34;Internacional-RS;Goias-GO;1;0;1-0;Vitória Casa
2014;2014-11-16 17:00:00;34;Santos-SP;Cruzeiro-MG;0;1;0-1;Vitória Fora
2014;2014-11-16 17:00:00;34;Flamengo-RJ;Coritiba-PR;3;2;3-2;Vitória Casa
2014;2014-11-16 17:00:00;34;Atletico-PR;Sport-PE;0;1;0-1;Vitória Fora
2014;2014-11-16 19:30:00;34;Atletico-MG;Figueirense-SC;1;1;1-1;Empate
2014;2014-11-16 19:30:00;34;Sao Paulo-SP;Palmeiras-SP;2;0;2-0;Vitória Casa
2014;2014-11-16 19:30:00;34;Chapecoense-SC;Vitoria-BA;0;1;0-1;Vitória Fora
2014;2014-11-12 22:00:00;35;Sao Paulo-SP;Internacional-RS;1;1;1-1;Empate
2014;2014-11-19 19:30:00;35;Atletico-PR;Santos-SP;1;1;1-1;Empate
2014;2014-11-19 19:30:00;35;Botafogo-RJ;Figueirense-SC;0;1;0-1;Vitória Fora
2014;2014-11-19 21:00:00;35;Criciuma-SC;Bahia-BA;0;1;0-1;Vitória Fora
2014;2014-11-19 21:00:00;35;Vitoria-BA;Coritiba-PR;1;1;1-1;Empate
2014;2014-11-19 21:00:00;35;Goias-GO;Corinthians-SP;0;1;0-1;Vitória Fora
2014;2014-11-19 22:00:00;35;Palmeiras-SP;Sport-PE;0;2;0-2;Vitória Fora
2014;2014-11-19 22:00:00;35;Atletico-MG;Flamengo-RJ;4;0;4-0;Vitória Casa
2014;2014-11-20 19:30:00;35;Fluminense-RJ;Chapecoense-SC;1;4;1-4;Vitória Fora
2014;2014-11-20 21:50:00;35;Gremio-RS;Cruzeiro-MG;1;2;1-2;Vitória Fora
2014;2014-11-22 19:30:00;36;Internacional-RS;Atletico-MG;2;1;2-1;Vitória Casa
2014;2014-11-22 21:00:00;36;Bahia-BA;Atletico-PR;1;2;1-2;Vitória Fora
2014;2014-11-23 17:00:00;36;Cruzeiro-MG;Goias-GO;2;1;2-1;Vitória Casa
2014;2014-11-23 17:00:00;36;Figueirense-SC;Vitoria-BA;2;0;2-0;Vitória Casa
2014;2014-11-23 17:00:00;36;Santos-SP;Sao Paulo-SP;0;1;0-1;Vitória Fora
2014;2014-11-23 17:00:00;36;Sport-PE;Fluminense-RJ;2;2;2-2;Empate
2014;2014-11-23 17:00:00;36;Flamengo-RJ;Criciuma-SC;1;1;1-1;Empate
2014;2014-11-23 19:30:00;36;Coritiba-PR;Palmeiras-SP;2;0;2-0;Vitória Casa
2014;2014-11-23 19:30:00;36;Corinthians-SP;Gremio-RS;1;0;1-0;Vitória Casa
2014;2014-11-23 19:30:00;36;Chapecoense-SC;Botafogo-RJ;2;0;2-0;Vitória Casa
2014;2014-11-29 19:30:00;37;Criciuma-SC;Sport-PE;2;2;2-2;Empate
2014;2014-11-29 19:30:00;37;Internacional-RS;Palmeiras-SP;3;1;3-1;Vitória Casa
2014;2014-11-29 21:00:00;37;Flamengo-RJ;Vitoria-BA;4;0;4-0;Vitória Casa
2014;2014-11-30 17:00:00;37;Sao Paulo-SP;Figueirense-SC;1;1;1-1;Empate
2014;2014-11-30 17:00:00;37;Fluminense-RJ;Corinthians-SP;5;2;5-2;Vitória Casa
2014;2014-11-30 17:00:00;37;Chapecoense-SC;Cruzeiro-MG;1;1;1-1;Empate
2014;2014-11-30 17:00:00;37;Santos-SP;Botafogo-RJ;2;0;2-0;Vitória Casa
2014;2014-11-30 19:30:00;37;Atletico-PR;Goias-GO;1;0;1-0;Vitória Casa
2014;2014-11-30 19:30:00;37;Atletico-MG;Coritiba-PR;1;2;1-2;Vitória Fora
2014;2014-11-30 19:30:00;37;Bahia-BA;Gremio-RS;1;0;1-0;Vitória Casa
2014;2014-12-06 16:30:00;38;Figueirense-SC;Internacional-RS;1;2;1-2;Vitória Fora
2014;2014-12-06 16:30:00;38;Corinthians-SP;Criciuma-SC;2;1;2-1;Vitória Casa
2014;2014-12-07 17:00:00;38;Vitoria-BA;Santos-SP;0;1;0-1;Vitória Fora
2014;2014-12-07 17:00:00;38;Gremio-RS;Flamengo-RJ;1;1;1-1;Empate
2014;2014-12-07 17:00:00;38;Sport-PE;Sao Paulo-SP;1;0;1-0;Vitória Casa
